data,id_data,ano,mes,dia,trimestre,semana_ano,dia_semana,nome_dia,nome_mes
2010-04-08,20100408,2010,4,8,2,14,3,Thursday,April
2010-04-09,20100409,2010,4,9,2,14,4,Friday,April
2010-04-10,20100410,2010,4,10,2,14,5,Saturday,April
2010-04-11,20100411,2010,4,11,2,14,6,Sunday,April
2010-04-12,20100412,2010,4,12,2,15,0,Monday,April
2010-04-13,20100413,2010,4,13,2,15,1,Tuesday,April
2010-04-14,20100414,2010,4,14,2,15,2,Wednesday,April
2010-04-15,20100415,2010,4,15,2,15,3,Thursday,April
2010-04-16,20100416,2010,4,16,2,15,4,Friday,April
2010-04-19,20100419,2010,4,19,2,16,0,Monday,April
2010-04-20,20100420,2010,4,20,2,16,1,Tuesday,April
2010-04-22,20100422,2010,4,22,2,16,3,Thursday,April
2010-04-23,20100423,2010,4,23,2,16,4,Friday,April
2010-04-25,20100425,2010,4,25,2,16,6,Sunday,April
2010-04-26,20100426,2010,4,26,2,17,0,Monday,April
2010-04-27,20100427,2010,4,27,2,17,1,Tuesday,April
2010-04-28,20100428,2010,4,28,2,17,2,Wednesday,April
2010-04-29,20100429,2010,4,29,2,17,3,Thursday,April
2010-04-30,20100430,2010,4,30,2,17,4,Friday,April
2010-05-01,20100501,2010,5,1,2,17,5,Saturday,May
2010-05-02,20100502,2010,5,2,2,17,6,Sunday,May
2010-05-03,20100503,2010,5,3,2,18,0,Monday,May
2010-05-04,20100504,2010,5,4,2,18,1,Tuesday,May
2010-05-05,20100505,2010,5,5,2,18,2,Wednesday,May
2010-05-06,20100506,2010,5,6,2,18,3,Thursday,May
2010-05-07,20100507,2010,5,7,2,18,4,Friday,May
2010-05-08,20100508,2010,5,8,2,18,5,Saturday,May
2010-05-10,20100510,2010,5,10,2,19,0,Monday,May
2010-05-11,20100511,2010,5,11,2,19,1,Tuesday,May
2010-05-12,20100512,2010,5,12,2,19,2,Wednesday,May
2010-05-13,20100513,2010,5,13,2,19,3,Thursday,May
2010-05-14,20100514,2010,5,14,2,19,4,Friday,May
2010-05-17,20100517,2010,5,17,2,20,0,Monday,May
2010-05-18,20100518,2010,5,18,2,20,1,Tuesday,May
2010-05-19,20100519,2010,5,19,2,20,2,Wednesday,May
2010-05-20,20100520,2010,5,20,2,20,3,Thursday,May
2010-05-21,20100521,2010,5,21,2,20,4,Friday,May
2010-05-22,20100522,2010,5,22,2,20,5,Saturday,May
2010-05-23,20100523,2010,5,23,2,20,6,Sunday,May
2010-05-24,20100524,2010,5,24,2,21,0,Monday,May
2010-05-25,20100525,2010,5,25,2,21,1,Tuesday,May
2010-05-26,20100526,2010,5,26,2,21,2,Wednesday,May
2010-05-27,20100527,2010,5,27,2,21,3,Thursday,May
2010-05-28,20100528,2010,5,28,2,21,4,Friday,May
2010-05-29,20100529,2010,5,29,2,21,5,Saturday,May
2010-05-30,20100530,2010,5,30,2,21,6,Sunday,May
2010-05-31,20100531,2010,5,31,2,22,0,Monday,May
2010-06-01,20100601,2010,6,1,2,22,1,Tuesday,June
2010-06-02,20100602,2010,6,2,2,22,2,Wednesday,June
2010-06-03,20100603,2010,6,3,2,22,3,Thursday,June
2010-06-04,20100604,2010,6,4,2,22,4,Friday,June
2010-06-05,20100605,2010,6,5,2,22,5,Saturday,June
2010-06-07,20100607,2010,6,7,2,23,0,Monday,June
2010-06-08,20100608,2010,6,8,2,23,1,Tuesday,June
2010-06-09,20100609,2010,6,9,2,23,2,Wednesday,June
2010-06-10,20100610,2010,6,10,2,23,3,Thursday,June
2010-06-11,20100611,2010,6,11,2,23,4,Friday,June
2010-06-12,20100612,2010,6,12,2,23,5,Saturday,June
2010-06-14,20100614,2010,6,14,2,24,0,Monday,June
2010-06-15,20100615,2010,6,15,2,24,1,Tuesday,June
2010-06-16,20100616,2010,6,16,2,24,2,Wednesday,June
2010-06-17,20100617,2010,6,17,2,24,3,Thursday,June
2010-06-18,20100618,2010,6,18,2,24,4,Friday,June
2010-06-19,20100619,2010,6,19,2,24,5,Saturday,June
2010-06-20,20100620,2010,6,20,2,24,6,Sunday,June
2010-06-21,20100621,2010,6,21,2,25,0,Monday,June
2010-06-22,20100622,2010,6,22,2,25,1,Tuesday,June
2010-06-23,20100623,2010,6,23,2,25,2,Wednesday,June
2010-06-24,20100624,2010,6,24,2,25,3,Thursday,June
2010-06-25,20100625,2010,6,25,2,25,4,Friday,June
2010-06-28,20100628,2010,6,28,2,26,0,Monday,June
2010-06-29,20100629,2010,6,29,2,26,1,Tuesday,June
2010-06-30,20100630,2010,6,30,2,26,2,Wednesday,June
2010-07-01,20100701,2010,7,1,3,26,3,Thursday,July
2010-07-02,20100702,2010,7,2,3,26,4,Friday,July
2010-07-03,20100703,2010,7,3,3,26,5,Saturday,July
2010-07-04,20100704,2010,7,4,3,26,6,Sunday,July
2010-07-05,20100705,2010,7,5,3,27,0,Monday,July
2010-07-06,20100706,2010,7,6,3,27,1,Tuesday,July
2010-07-07,20100707,2010,7,7,3,27,2,Wednesday,July
2010-07-08,20100708,2010,7,8,3,27,3,Thursday,July
2010-07-09,20100709,2010,7,9,3,27,4,Friday,July
2010-07-10,20100710,2010,7,10,3,27,5,Saturday,July
2010-07-11,20100711,2010,7,11,3,27,6,Sunday,July
2010-07-12,20100712,2010,7,12,3,28,0,Monday,July
2010-07-13,20100713,2010,7,13,3,28,1,Tuesday,July
2010-07-14,20100714,2010,7,14,3,28,2,Wednesday,July
2010-07-15,20100715,2010,7,15,3,28,3,Thursday,July
2010-07-16,20100716,2010,7,16,3,28,4,Friday,July
2010-07-19,20100719,2010,7,19,3,29,0,Monday,July
2010-07-20,20100720,2010,7,20,3,29,1,Tuesday,July
2010-07-21,20100721,2010,7,21,3,29,2,Wednesday,July
2010-07-22,20100722,2010,7,22,3,29,3,Thursday,July
2010-07-23,20100723,2010,7,23,3,29,4,Friday,July
2010-07-24,20100724,2010,7,24,3,29,5,Saturday,July
2010-07-25,20100725,2010,7,25,3,29,6,Sunday,July
2010-07-26,20100726,2010,7,26,3,30,0,Monday,July
2010-07-27,20100727,2010,7,27,3,30,1,Tuesday,July
2010-07-28,20100728,2010,7,28,3,30,2,Wednesday,July
2010-07-29,20100729,2010,7,29,3,30,3,Thursday,July
2010-07-30,20100730,2010,7,30,3,30,4,Friday,July
2010-08-01,20100801,2010,8,1,3,30,6,Sunday,August
2010-08-02,20100802,2010,8,2,3,31,0,Monday,August
2010-08-03,20100803,2010,8,3,3,31,1,Tuesday,August
2010-08-04,20100804,2010,8,4,3,31,2,Wednesday,August
2010-08-05,20100805,2010,8,5,3,31,3,Thursday,August
2010-08-06,20100806,2010,8,6,3,31,4,Friday,August
2010-08-07,20100807,2010,8,7,3,31,5,Saturday,August
2010-08-09,20100809,2010,8,9,3,32,0,Monday,August
2010-08-10,20100810,2010,8,10,3,32,1,Tuesday,August
2010-08-11,20100811,2010,8,11,3,32,2,Wednesday,August
2010-08-12,20100812,2010,8,12,3,32,3,Thursday,August
2010-08-13,20100813,2010,8,13,3,32,4,Friday,August
2010-08-14,20100814,2010,8,14,3,32,5,Saturday,August
2010-08-15,20100815,2010,8,15,3,32,6,Sunday,August
2010-08-16,20100816,2010,8,16,3,33,0,Monday,August
2010-08-17,20100817,2010,8,17,3,33,1,Tuesday,August
2010-08-18,20100818,2010,8,18,3,33,2,Wednesday,August
2010-08-19,20100819,2010,8,19,3,33,3,Thursday,August
2010-08-20,20100820,2010,8,20,3,33,4,Friday,August
2010-08-21,20100821,2010,8,21,3,33,5,Saturday,August
2010-08-22,20100822,2010,8,22,3,33,6,Sunday,August
2010-08-23,20100823,2010,8,23,3,34,0,Monday,August
2010-08-24,20100824,2010,8,24,3,34,1,Tuesday,August
2010-08-25,20100825,2010,8,25,3,34,2,Wednesday,August
2010-08-26,20100826,2010,8,26,3,34,3,Thursday,August
2010-08-27,20100827,2010,8,27,3,34,4,Friday,August
2010-08-28,20100828,2010,8,28,3,34,5,Saturday,August
2010-08-30,20100830,2010,8,30,3,35,0,Monday,August
2010-08-31,20100831,2010,8,31,3,35,1,Tuesday,August
2010-09-01,20100901,2010,9,1,3,35,2,Wednesday,September
2010-09-02,20100902,2010,9,2,3,35,3,Thursday,September
2010-09-03,20100903,2010,9,3,3,35,4,Friday,September
2010-09-04,20100904,2010,9,4,3,35,5,Saturday,September
2010-09-05,20100905,2010,9,5,3,35,6,Sunday,September
2010-09-06,20100906,2010,9,6,3,36,0,Monday,September
2010-09-07,20100907,2010,9,7,3,36,1,Tuesday,September
2010-09-08,20100908,2010,9,8,3,36,2,Wednesday,September
2010-09-09,20100909,2010,9,9,3,36,3,Thursday,September
2010-09-10,20100910,2010,9,10,3,36,4,Friday,September
2010-09-11,20100911,2010,9,11,3,36,5,Saturday,September
2010-09-12,20100912,2010,9,12,3,36,6,Sunday,September
2010-09-13,20100913,2010,9,13,3,37,0,Monday,September
2010-09-14,20100914,2010,9,14,3,37,1,Tuesday,September
2010-09-15,20100915,2010,9,15,3,37,2,Wednesday,September
2010-09-16,20100916,2010,9,16,3,37,3,Thursday,September
2010-09-17,20100917,2010,9,17,3,37,4,Friday,September
2010-09-18,20100918,2010,9,18,3,37,5,Saturday,September
2010-09-19,20100919,2010,9,19,3,37,6,Sunday,September
2010-09-20,20100920,2010,9,20,3,38,0,Monday,September
2010-09-21,20100921,2010,9,21,3,38,1,Tuesday,September
2010-09-22,20100922,2010,9,22,3,38,2,Wednesday,September
2010-09-23,20100923,2010,9,23,3,38,3,Thursday,September
2010-09-24,20100924,2010,9,24,3,38,4,Friday,September
2010-09-25,20100925,2010,9,25,3,38,5,Saturday,September
2010-09-26,20100926,2010,9,26,3,38,6,Sunday,September
2010-09-27,20100927,2010,9,27,3,39,0,Monday,September
2010-09-28,20100928,2010,9,28,3,39,1,Tuesday,September
2010-09-29,20100929,2010,9,29,3,39,2,Wednesday,September
2010-09-30,20100930,2010,9,30,3,39,3,Thursday,September
2010-10-01,20101001,2010,10,1,4,39,4,Friday,October
2010-10-02,20101002,2010,10,2,4,39,5,Saturday,October
2010-10-03,20101003,2010,10,3,4,39,6,Sunday,October
2010-10-04,20101004,2010,10,4,4,40,0,Monday,October
2010-10-05,20101005,2010,10,5,4,40,1,Tuesday,October
2010-10-06,20101006,2010,10,6,4,40,2,Wednesday,October
2010-10-07,20101007,2010,10,7,4,40,3,Thursday,October
2010-10-08,20101008,2010,10,8,4,40,4,Friday,October
2010-10-09,20101009,2010,10,9,4,40,5,Saturday,October
2010-10-11,20101011,2010,10,11,4,41,0,Monday,October
2010-10-12,20101012,2010,10,12,4,41,1,Tuesday,October
2010-10-13,20101013,2010,10,13,4,41,2,Wednesday,October
2010-10-14,20101014,2010,10,14,4,41,3,Thursday,October
2010-10-15,20101015,2010,10,15,4,41,4,Friday,October
2010-10-16,20101016,2010,10,16,4,41,5,Saturday,October
2010-10-18,20101018,2010,10,18,4,42,0,Monday,October
2010-10-19,20101019,2010,10,19,4,42,1,Tuesday,October
2010-10-20,20101020,2010,10,20,4,42,2,Wednesday,October
2010-10-21,20101021,2010,10,21,4,42,3,Thursday,October
2010-10-22,20101022,2010,10,22,4,42,4,Friday,October
2010-10-23,20101023,2010,10,23,4,42,5,Saturday,October
2010-10-25,20101025,2010,10,25,4,43,0,Monday,October
2010-10-26,20101026,2010,10,26,4,43,1,Tuesday,October
2010-10-27,20101027,2010,10,27,4,43,2,Wednesday,October
2010-10-28,20101028,2010,10,28,4,43,3,Thursday,October
2010-10-29,20101029,2010,10,29,4,43,4,Friday,October
2010-10-30,20101030,2010,10,30,4,43,5,Saturday,October
2010-11-01,20101101,2010,11,1,4,44,0,Monday,November
2010-11-02,20101102,2010,11,2,4,44,1,Tuesday,November
2010-11-03,20101103,2010,11,3,4,44,2,Wednesday,November
2010-11-04,20101104,2010,11,4,4,44,3,Thursday,November
2010-11-05,20101105,2010,11,5,4,44,4,Friday,November
2010-11-06,20101106,2010,11,6,4,44,5,Saturday,November
2010-11-07,20101107,2010,11,7,4,44,6,Sunday,November
2010-11-08,20101108,2010,11,8,4,45,0,Monday,November
2010-11-09,20101109,2010,11,9,4,45,1,Tuesday,November
2010-11-10,20101110,2010,11,10,4,45,2,Wednesday,November
2010-11-11,20101111,2010,11,11,4,45,3,Thursday,November
2010-11-12,20101112,2010,11,12,4,45,4,Friday,November
2010-11-14,20101114,2010,11,14,4,45,6,Sunday,November
2010-11-16,20101116,2010,11,16,4,46,1,Tuesday,November
2010-11-17,20101117,2010,11,17,4,46,2,Wednesday,November
2010-11-18,20101118,2010,11,18,4,46,3,Thursday,November
2010-11-19,20101119,2010,11,19,4,46,4,Friday,November
2010-11-20,20101120,2010,11,20,4,46,5,Saturday,November
2010-11-22,20101122,2010,11,22,4,47,0,Monday,November
2010-11-23,20101123,2010,11,23,4,47,1,Tuesday,November
2010-11-24,20101124,2010,11,24,4,47,2,Wednesday,November
2010-11-25,20101125,2010,11,25,4,47,3,Thursday,November
2010-11-26,20101126,2010,11,26,4,47,4,Friday,November
2010-11-28,20101128,2010,11,28,4,47,6,Sunday,November
2010-11-29,20101129,2010,11,29,4,48,0,Monday,November
2010-11-30,20101130,2010,11,30,4,48,1,Tuesday,November
2010-12-01,20101201,2010,12,1,4,48,2,Wednesday,December
2010-12-02,20101202,2010,12,2,4,48,3,Thursday,December
2010-12-03,20101203,2010,12,3,4,48,4,Friday,December
2010-12-04,20101204,2010,12,4,4,48,5,Saturday,December
2010-12-05,20101205,2010,12,5,4,48,6,Sunday,December
2010-12-06,20101206,2010,12,6,4,49,0,Monday,December
2010-12-07,20101207,2010,12,7,4,49,1,Tuesday,December
2010-12-08,20101208,2010,12,8,4,49,2,Wednesday,December
2010-12-09,20101209,2010,12,9,4,49,3,Thursday,December
2010-12-10,20101210,2010,12,10,4,49,4,Friday,December
2010-12-11,20101211,2010,12,11,4,49,5,Saturday,December
2010-12-12,20101212,2010,12,12,4,49,6,Sunday,December
2010-12-13,20101213,2010,12,13,4,50,0,Monday,December
2010-12-14,20101214,2010,12,14,4,50,1,Tuesday,December
2010-12-15,20101215,2010,12,15,4,50,2,Wednesday,December
2010-12-16,20101216,2010,12,16,4,50,3,Thursday,December
2010-12-17,20101217,2010,12,17,4,50,4,Friday,December
2010-12-18,20101218,2010,12,18,4,50,5,Saturday,December
2010-12-19,20101219,2010,12,19,4,50,6,Sunday,December
2010-12-20,20101220,2010,12,20,4,51,0,Monday,December
2010-12-21,20101221,2010,12,21,4,51,1,Tuesday,December
2010-12-22,20101222,2010,12,22,4,51,2,Wednesday,December
2010-12-23,20101223,2010,12,23,4,51,3,Thursday,December
2010-12-24,20101224,2010,12,24,4,51,4,Friday,December
2010-12-26,20101226,2010,12,26,4,51,6,Sunday,December
2010-12-27,20101227,2010,12,27,4,52,0,Monday,December
2010-12-28,20101228,2010,12,28,4,52,1,Tuesday,December
2010-12-29,20101229,2010,12,29,4,52,2,Wednesday,December
2010-12-30,20101230,2010,12,30,4,52,3,Thursday,December
2010-12-31,20101231,2010,12,31,4,52,4,Friday,December
2011-01-02,20110102,2011,1,2,1,52,6,Sunday,January
2011-01-03,20110103,2011,1,3,1,1,0,Monday,January
2011-01-04,20110104,2011,1,4,1,1,1,Tuesday,January
2011-01-05,20110105,2011,1,5,1,1,2,Wednesday,January
2011-01-06,20110106,2011,1,6,1,1,3,Thursday,January
2011-01-07,20110107,2011,1,7,1,1,4,Friday,January
2011-01-08,20110108,2011,1,8,1,1,5,Saturday,January
2011-01-09,20110109,2011,1,9,1,1,6,Sunday,January
2011-01-10,20110110,2011,1,10,1,2,0,Monday,January
2011-01-11,20110111,2011,1,11,1,2,1,Tuesday,January
2011-01-12,20110112,2011,1,12,1,2,2,Wednesday,January
2011-01-13,20110113,2011,1,13,1,2,3,Thursday,January
2011-01-14,20110114,2011,1,14,1,2,4,Friday,January
2011-01-15,20110115,2011,1,15,1,2,5,Saturday,January
2011-01-17,20110117,2011,1,17,1,3,0,Monday,January
2011-01-18,20110118,2011,1,18,1,3,1,Tuesday,January
2011-01-19,20110119,2011,1,19,1,3,2,Wednesday,January
2011-01-20,20110120,2011,1,20,1,3,3,Thursday,January
2011-01-21,20110121,2011,1,21,1,3,4,Friday,January
2011-01-22,20110122,2011,1,22,1,3,5,Saturday,January
2011-01-23,20110123,2011,1,23,1,3,6,Sunday,January
2011-01-24,20110124,2011,1,24,1,4,0,Monday,January
2011-01-25,20110125,2011,1,25,1,4,1,Tuesday,January
2011-01-26,20110126,2011,1,26,1,4,2,Wednesday,January
2011-01-27,20110127,2011,1,27,1,4,3,Thursday,January
2011-01-28,20110128,2011,1,28,1,4,4,Friday,January
2011-01-29,20110129,2011,1,29,1,4,5,Saturday,January
2011-01-31,20110131,2011,1,31,1,5,0,Monday,January
2011-02-01,20110201,2011,2,1,1,5,1,Tuesday,February
2011-02-02,20110202,2011,2,2,1,5,2,Wednesday,February
2011-02-03,20110203,2011,2,3,1,5,3,Thursday,February
2011-02-04,20110204,2011,2,4,1,5,4,Friday,February
2011-02-05,20110205,2011,2,5,1,5,5,Saturday,February
2011-02-06,20110206,2011,2,6,1,5,6,Sunday,February
2011-02-07,20110207,2011,2,7,1,6,0,Monday,February
2011-02-08,20110208,2011,2,8,1,6,1,Tuesday,February
2011-02-09,20110209,2011,2,9,1,6,2,Wednesday,February
2011-02-10,20110210,2011,2,10,1,6,3,Thursday,February
2011-02-11,20110211,2011,2,11,1,6,4,Friday,February
2011-02-12,20110212,2011,2,12,1,6,5,Saturday,February
2011-02-13,20110213,2011,2,13,1,6,6,Sunday,February
2011-02-14,20110214,2011,2,14,1,7,0,Monday,February
2011-02-15,20110215,2011,2,15,1,7,1,Tuesday,February
2011-02-16,20110216,2011,2,16,1,7,2,Wednesday,February
2011-02-17,20110217,2011,2,17,1,7,3,Thursday,February
2011-02-18,20110218,2011,2,18,1,7,4,Friday,February
2011-02-19,20110219,2011,2,19,1,7,5,Saturday,February
2011-02-21,20110221,2011,2,21,1,8,0,Monday,February
2011-02-22,20110222,2011,2,22,1,8,1,Tuesday,February
2011-02-23,20110223,2011,2,23,1,8,2,Wednesday,February
2011-02-24,20110224,2011,2,24,1,8,3,Thursday,February
2011-02-25,20110225,2011,2,25,1,8,4,Friday,February
2011-02-28,20110228,2011,2,28,1,9,0,Monday,February
2011-03-01,20110301,2011,3,1,1,9,1,Tuesday,March
2011-03-02,20110302,2011,3,2,1,9,2,Wednesday,March
2011-03-03,20110303,2011,3,3,1,9,3,Thursday,March
2011-03-04,20110304,2011,3,4,1,9,4,Friday,March
2011-03-05,20110305,2011,3,5,1,9,5,Saturday,March
2011-03-06,20110306,2011,3,6,1,9,6,Sunday,March
2011-03-07,20110307,2011,3,7,1,10,0,Monday,March
2011-03-08,20110308,2011,3,8,1,10,1,Tuesday,March
2011-03-09,20110309,2011,3,9,1,10,2,Wednesday,March
2011-03-10,20110310,2011,3,10,1,10,3,Thursday,March
2011-03-11,20110311,2011,3,11,1,10,4,Friday,March
2011-03-12,20110312,2011,3,12,1,10,5,Saturday,March
2011-03-13,20110313,2011,3,13,1,10,6,Sunday,March
2011-03-14,20110314,2011,3,14,1,11,0,Monday,March
2011-03-15,20110315,2011,3,15,1,11,1,Tuesday,March
2011-03-16,20110316,2011,3,16,1,11,2,Wednesday,March
2011-03-17,20110317,2011,3,17,1,11,3,Thursday,March
2011-03-18,20110318,2011,3,18,1,11,4,Friday,March
2011-03-21,20110321,2011,3,21,1,12,0,Monday,March
2011-03-22,20110322,2011,3,22,1,12,1,Tuesday,March
2011-03-23,20110323,2011,3,23,1,12,2,Wednesday,March
2011-03-24,20110324,2011,3,24,1,12,3,Thursday,March
2011-03-25,20110325,2011,3,25,1,12,4,Friday,March
2011-03-26,20110326,2011,3,26,1,12,5,Saturday,March
2011-03-27,20110327,2011,3,27,1,12,6,Sunday,March
2011-03-28,20110328,2011,3,28,1,13,0,Monday,March
2011-03-29,20110329,2011,3,29,1,13,1,Tuesday,March
2011-03-30,20110330,2011,3,30,1,13,2,Wednesday,March
2011-03-31,20110331,2011,3,31,1,13,3,Thursday,March
2011-04-01,20110401,2011,4,1,2,13,4,Friday,April
2011-04-02,20110402,2011,4,2,2,13,5,Saturday,April
2011-04-03,20110403,2011,4,3,2,13,6,Sunday,April
2011-04-04,20110404,2011,4,4,2,14,0,Monday,April
2011-04-05,20110405,2011,4,5,2,14,1,Tuesday,April
2011-04-06,20110406,2011,4,6,2,14,2,Wednesday,April
2011-04-07,20110407,2011,4,7,2,14,3,Thursday,April
2011-04-08,20110408,2011,4,8,2,14,4,Friday,April
2011-04-09,20110409,2011,4,9,2,14,5,Saturday,April
2011-04-10,20110410,2011,4,10,2,14,6,Sunday,April
2011-04-11,20110411,2011,4,11,2,15,0,Monday,April
2011-04-12,20110412,2011,4,12,2,15,1,Tuesday,April
2011-04-13,20110413,2011,4,13,2,15,2,Wednesday,April
2011-04-14,20110414,2011,4,14,2,15,3,Thursday,April
2011-04-15,20110415,2011,4,15,2,15,4,Friday,April
2011-04-16,20110416,2011,4,16,2,15,5,Saturday,April
2011-04-18,20110418,2011,4,18,2,16,0,Monday,April
2011-04-19,20110419,2011,4,19,2,16,1,Tuesday,April
2011-04-20,20110420,2011,4,20,2,16,2,Wednesday,April
2011-04-21,20110421,2011,4,21,2,16,3,Thursday,April
2011-04-25,20110425,2011,4,25,2,17,0,Monday,April
2011-04-26,20110426,2011,4,26,2,17,1,Tuesday,April
2011-04-27,20110427,2011,4,27,2,17,2,Wednesday,April
2011-04-28,20110428,2011,4,28,2,17,3,Thursday,April
2011-04-29,20110429,2011,4,29,2,17,4,Friday,April
2011-04-30,20110430,2011,4,30,2,17,5,Saturday,April
2011-05-01,20110501,2011,5,1,2,17,6,Sunday,May
2011-05-02,20110502,2011,5,2,2,18,0,Monday,May
2011-05-03,20110503,2011,5,3,2,18,1,Tuesday,May
2011-05-04,20110504,2011,5,4,2,18,2,Wednesday,May
2011-05-05,20110505,2011,5,5,2,18,3,Thursday,May
2011-05-06,20110506,2011,5,6,2,18,4,Friday,May
2011-05-07,20110507,2011,5,7,2,18,5,Saturday,May
2011-05-08,20110508,2011,5,8,2,18,6,Sunday,May
2011-05-09,20110509,2011,5,9,2,19,0,Monday,May
2011-05-10,20110510,2011,5,10,2,19,1,Tuesday,May
2011-05-11,20110511,2011,5,11,2,19,2,Wednesday,May
2011-05-12,20110512,2011,5,12,2,19,3,Thursday,May
2011-05-13,20110513,2011,5,13,2,19,4,Friday,May
2011-05-16,20110516,2011,5,16,2,20,0,Monday,May
2011-05-17,20110517,2011,5,17,2,20,1,Tuesday,May
2011-05-18,20110518,2011,5,18,2,20,2,Wednesday,May
2011-05-19,20110519,2011,5,19,2,20,3,Thursday,May
2011-05-20,20110520,2011,5,20,2,20,4,Friday,May
2011-05-21,20110521,2011,5,21,2,20,5,Saturday,May
2011-05-23,20110523,2011,5,23,2,21,0,Monday,May
2011-05-24,20110524,2011,5,24,2,21,1,Tuesday,May
2011-05-25,20110525,2011,5,25,2,21,2,Wednesday,May
2011-05-26,20110526,2011,5,26,2,21,3,Thursday,May
2011-05-27,20110527,2011,5,27,2,21,4,Friday,May
2011-05-28,20110528,2011,5,28,2,21,5,Saturday,May
2011-05-30,20110530,2011,5,30,2,22,0,Monday,May
2011-05-31,20110531,2011,5,31,2,22,1,Tuesday,May
2011-06-01,20110601,2011,6,1,2,22,2,Wednesday,June
2011-06-02,20110602,2011,6,2,2,22,3,Thursday,June
2011-06-03,20110603,2011,6,3,2,22,4,Friday,June
2011-06-04,20110604,2011,6,4,2,22,5,Saturday,June
2011-06-05,20110605,2011,6,5,2,22,6,Sunday,June
2011-06-06,20110606,2011,6,6,2,23,0,Monday,June
2011-06-07,20110607,2011,6,7,2,23,1,Tuesday,June
2011-06-08,20110608,2011,6,8,2,23,2,Wednesday,June
2011-06-09,20110609,2011,6,9,2,23,3,Thursday,June
2011-06-10,20110610,2011,6,10,2,23,4,Friday,June
2011-06-11,20110611,2011,6,11,2,23,5,Saturday,June
2011-06-12,20110612,2011,6,12,2,23,6,Sunday,June
2011-06-13,20110613,2011,6,13,2,24,0,Monday,June
2011-06-14,20110614,2011,6,14,2,24,1,Tuesday,June
2011-06-15,20110615,2011,6,15,2,24,2,Wednesday,June
2011-06-16,20110616,2011,6,16,2,24,3,Thursday,June
2011-06-17,20110617,2011,6,17,2,24,4,Friday,June
2011-06-18,20110618,2011,6,18,2,24,5,Saturday,June
2011-06-20,20110620,2011,6,20,2,25,0,Monday,June
2011-06-21,20110621,2011,6,21,2,25,1,Tuesday,June
2011-06-22,20110622,2011,6,22,2,25,2,Wednesday,June
2011-06-24,20110624,2011,6,24,2,25,4,Friday,June
2011-06-25,20110625,2011,6,25,2,25,5,Saturday,June
2011-06-26,20110626,2011,6,26,2,25,6,Sunday,June
2011-06-27,20110627,2011,6,27,2,26,0,Monday,June
2011-06-28,20110628,2011,6,28,2,26,1,Tuesday,June
2011-06-29,20110629,2011,6,29,2,26,2,Wednesday,June
2011-06-30,20110630,2011,6,30,2,26,3,Thursday,June
2011-07-01,20110701,2011,7,1,3,26,4,Friday,July
2011-07-02,20110702,2011,7,2,3,26,5,Saturday,July
2011-07-03,20110703,2011,7,3,3,26,6,Sunday,July
2011-07-04,20110704,2011,7,4,3,27,0,Monday,July
2011-07-05,20110705,2011,7,5,3,27,1,Tuesday,July
2011-07-06,20110706,2011,7,6,3,27,2,Wednesday,July
2011-07-07,20110707,2011,7,7,3,27,3,Thursday,July
2011-07-08,20110708,2011,7,8,3,27,4,Friday,July
2011-07-10,20110710,2011,7,10,3,27,6,Sunday,July
2011-07-11,20110711,2011,7,11,3,28,0,Monday,July
2011-07-12,20110712,2011,7,12,3,28,1,Tuesday,July
2011-07-13,20110713,2011,7,13,3,28,2,Wednesday,July
2011-07-14,20110714,2011,7,14,3,28,3,Thursday,July
2011-07-15,20110715,2011,7,15,3,28,4,Friday,July
2011-07-17,20110717,2011,7,17,3,28,6,Sunday,July
2011-07-18,20110718,2011,7,18,3,29,0,Monday,July
2011-07-19,20110719,2011,7,19,3,29,1,Tuesday,July
2011-07-20,20110720,2011,7,20,3,29,2,Wednesday,July
2011-07-21,20110721,2011,7,21,3,29,3,Thursday,July
2011-07-22,20110722,2011,7,22,3,29,4,Friday,July
2011-07-23,20110723,2011,7,23,3,29,5,Saturday,July
2011-07-25,20110725,2011,7,25,3,30,0,Monday,July
2011-07-26,20110726,2011,7,26,3,30,1,Tuesday,July
2011-07-27,20110727,2011,7,27,3,30,2,Wednesday,July
2011-07-28,20110728,2011,7,28,3,30,3,Thursday,July
2011-07-29,20110729,2011,7,29,3,30,4,Friday,July
2011-07-30,20110730,2011,7,30,3,30,5,Saturday,July
2011-07-31,20110731,2011,7,31,3,30,6,Sunday,July
2011-08-01,20110801,2011,8,1,3,31,0,Monday,August
2011-08-02,20110802,2011,8,2,3,31,1,Tuesday,August
2011-08-03,20110803,2011,8,3,3,31,2,Wednesday,August
2011-08-04,20110804,2011,8,4,3,31,3,Thursday,August
2011-08-05,20110805,2011,8,5,3,31,4,Friday,August
2011-08-06,20110806,2011,8,6,3,31,5,Saturday,August
2011-08-07,20110807,2011,8,7,3,31,6,Sunday,August
2011-08-08,20110808,2011,8,8,3,32,0,Monday,August
2011-08-09,20110809,2011,8,9,3,32,1,Tuesday,August
2011-08-10,20110810,2011,8,10,3,32,2,Wednesday,August
2011-08-11,20110811,2011,8,11,3,32,3,Thursday,August
2011-08-12,20110812,2011,8,12,3,32,4,Friday,August
2011-08-13,20110813,2011,8,13,3,32,5,Saturday,August
2011-08-14,20110814,2011,8,14,3,32,6,Sunday,August
2011-08-15,20110815,2011,8,15,3,33,0,Monday,August
2011-08-16,20110816,2011,8,16,3,33,1,Tuesday,August
